sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Rekhasim,922,6202,5303,32,5271,0,38,0,0,0,51,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,354,0,0,0,92,2305,2320,0,67,0,0,0,3,31,311.0,99.0,222.0,1.0,12110.0,12110.0,12092.0,0.0,1957,170,0.0,2097773970.0,18.0,355.0,10004207.0,2018,310.0
Mas'udin al 'Azazma,939,7186,4410,36,4374,5,23,0,0,0,3,1,1,0,0,0,0,0,4,0,3,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4253,0,4,2,0,0,0,0,0,4,0,0,0,50,7,0,0,4,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1823056730.0,0.0,699.0,15003711.0,2018,0.0
Sawa'id(Hamriyye),942,146,66,0,66,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,25,237.0,9.0,242.0,2.0,177.0,0.0,0.0,177.0,0,450,0.0,2160574141.0,135.0,254.0,10004497.0,2018,213.0
Basmat Tab'un,944,5290,2494,40,2454,3,191,0,0,0,5,3,1,0,0,0,0,0,22,0,2,0,0,2,1,0,3,1,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,1709,0,10,18,2,2,2,0,0,26,0,0,0,337,89,12,0,3,1,0,0,2,23,237.0,99.0,242.0,2.0,7835.0,19.0,14.0,7816.0,0,280,0.0,2148073835.0,118.0,257.0,10004207.0,2018,0.0
Al-Huzayyil,956,1101,388,5,383,2,77,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,1,0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1762059080.0,0.0,699.0,10001946.0,2018,0.0
Al-'Ukbi,957,283,143,2,141,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1920057700.0,0.0,699.0,10001937.0,2018,0.0
Abu 'Abdun,958,139,47,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1850057900.0,0.0,699.0,10001937.0,2018,0.0
Asad,960,488,108,3,105,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1880058150.0,0.0,699.0,10001937.0,2018,0.0
Abu Rukayyek,961,4765,1924,16,1908,1,14,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1817,0,0,1,2,0,1,0,0,6,0,0,0,53,5,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1920056600.0,0.0,699.0,15003711.0,2018,0.0
Tuba-Zangariyye,962,4435,1960,36,1924,2,67,0,0,0,8,0,0,0,0,1,0,0,167,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1053,0,0,2,0,0,1,0,0,35,0,0,0,522,20,30,0,8,0,0,0,2,21,213.0,99.0,0.0,2.0,6667.0,7.0,3.0,6660.0,0,280,0.0,2556376342.0,240.0,259.0,10004540.0,2018,211.0
A'sam,963,4575,1894,17,1877,4,13,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1810,0,3,0,1,0,2,0,0,11,0,0,0,17,5,1,0,0,1,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1910056100.0,0.0,699.0,15003711.0,2018,0.0
Kudayrat as-Sani',964,1333,406,10,396,1,18,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,307,0,1,2,0,2,1,0,0,6,0,0,0,49,0,0,0,1,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2110057800.0,0.0,699.0,10001937.0,2018,0.0
Atrash,965,1529,474,4,470,2,4,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370,0,1,5,1,0,4,0,0,2,0,0,0,69,3,0,0,1,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1940057520.0,0.0,699.0,10001937.0,2018,0.0
Abu Rubay'a,966,3984,1471,24,1447,7,26,0,0,1,2,0,1,0,0,0,0,0,2,0,4,0,0,2,2,0,5,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1272,0,1,0,4,2,2,0,0,12,0,0,0,86,4,2,0,4,1,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2050057200.0,0.0,699.0,10001937.0,2018,0.0
Abu Juway'ad,967,1961,542,9,533,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,1,0,0,0,0,0,0,3,0,0,0,22,0,1,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2040057100.0,0.0,699.0,15003711.0,2018,0.0
Abu Kuraynat,968,2979,1222,13,1209,3,21,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1091,0,1,2,1,1,4,0,0,10,0,0,0,60,5,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1970056000.0,0.0,699.0,15003711.0,2018,0.0
Al-'Atawina,969,112,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1932057690.0,0.0,699.0,10001937.0,2018,0.0
Tarabin as-Sani',970,511,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1830056400.0,0.0,699.0,10001946.0,2018,0.0
Kawa'in,972,475,94,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2020058100.0,0.0,699.0,10001937.0,2018,0.0
Zarzir,975,5299,2584,26,2558,4,377,0,0,2,3,16,0,0,0,0,0,0,22,0,3,0,0,1,4,0,4,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,1092,0,3,4,2,2,4,0,0,83,0,0,0,897,17,3,0,7,0,0,0,2,23,237.0,99.0,242.0,2.0,7942.0,22.0,14.0,7920.0,0,280,0.0,2211273668.0,137.0,254.0,10004411.0,2018,0.0
Janabib,976,461,207,1,206,3,4,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,154,0,1,1,0,0,0,0,0,3,0,0,0,25,1,0,0,2,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2030056900.0,0.0,699.0,15003711.0,2018,0.0
Ka'abiyye-Tabbash-Hajajre,978,3633,2067,16,2051,4,456,0,0,0,2,2,1,0,0,0,0,0,16,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,982,0,0,2,4,0,0,0,0,64,0,0,0,322,186,2,0,1,0,0,0,2,25,237.0,99.0,242.0,2.0,5408.0,14.0,13.0,5394.0,0,280,0.0,2176673948.0,63.0,254.0,10004411.0,2018,0.0
Ras Ali,990,401,239,2,237,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,3,31,311.0,12.0,222.0,2.0,624.0,0.0,0.0,624.0,0,450,0.0,2147974196.0,40.0,301.0,10004207.0,2018,0.0
Hamam,993,1156,563,2,561,1,20,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,1,2,0,0,0,0,0,7,0,0,0,90,2,0,0,1,0,0,0,2,22,221.0,65.0,0.0,2.0,1473.0,4.0,4.0,1469.0,0,450,0.0,2461874838.0,-174.0,251.0,10004552.0,2018,214.0
Manshiyyet Zabda,994,842,514,1,513,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,2,0,0,1,0,0,0,107,5,0,0,0,1,0,0,2,25,237.0,9.0,0.0,2.0,1325.0,0.0,0.0,1325.0,0,450,0.0,2184473467.0,80.0,254.0,10004411.0,2018,213.0
Rumat Heib,997,1354,588,6,582,3,47,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,208,0,1,6,0,0,2,0,0,29,0,0,0,224,51,0,0,0,0,0,0,2,25,237.0,65.0,0.0,2.0,1995.0,0.0,0.0,1995.0,0,450,0.0,2288574255.0,160.0,251.0,15002369.0,2018,214.0
Bir El-Maksur,998,6368,3078,31,3047,3,326,0,0,0,3,1,0,0,0,0,0,0,42,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1905,0,1,73,2,0,4,0,0,63,0,0,0,584,27,1,0,3,0,0,0,2,24,241.0,99.0,241.0,2.0,9317.0,6.0,0.0,9311.0,0,280,0.0,2211374310.0,170.0,261.0,10004497.0,2018,310.0
Mevasseret Ziyyon,1015,18914,13582,43,13539,6,2152,0,0,1,779,27,1,0,0,2,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,33,0,1,520,1,4,1,0,0,4663,0,0,0,4195,733,88,0,320,0,0,0,1,11,111.0,99.0,444.0,1.0,23962.0,23864.0,23114.0,98.0,1951,160,0.0,2144363412.0,583.0,152.0,10002475.0,2018,0.0
Or Aqiva,1020,15712,9856,63,9793,3,298,0,0,3,344,2,1,0,0,2,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,11,0,1,1246,0,10,1,0,0,5129,0,0,0,1349,1055,131,0,196,0,0,0,3,32,324.0,0.0,0.0,1.0,18236.0,18143.0,16787.0,93.0,1951,170,0.0,1927371262.0,10.0,353.0,10004261.0,2018,0.0
Haruzim,1024,577,442,0,442,0,64,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,131,0,0,0,191,16,5,0,2,0,0,0,4,41,411.0,19.0,141.0,1.0,866.0,866.0,859.0,0.0,1951,350,0.0,1874468161.0,39.0,401.0,15000060.0,2018,0.0
Sederot,1031,20231,12987,123,12864,1,1153,0,0,4,1338,14,5,0,0,0,0,0,4,0,7,0,0,3,1,0,4,3,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,14,0,2,1580,1,10,4,0,0,5427,0,0,0,1133,1331,190,0,626,2,0,0,6,61,614.0,0.0,0.0,1.0,26455.0,26323.0,24752.0,132.0,1951,160,0.0,1614960412.0,60.0,611.0,10001829.0,2018,620.0
Qiryat Mal'akhi,1034,17042,11547,82,11465,12,444,0,0,5,810,34,3,0,0,2,0,0,12,0,51,0,0,6,0,0,7,2,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,7,0,3,281,2,12,10,0,0,4691,0,0,0,1377,1955,1007,0,722,1,0,0,6,61,611.0,0.0,143.0,1.0,23124.0,23064.0,22677.0,60.0,1951,160,0.0,1759862672.0,50.0,617.0,10001821.0,2018,420.0
An-Nasasira,1041,320,150,0,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,2100057000.0,0.0,699.0,15003711.0,2018,0.0
Gizo,1043,145,115,0,115,0,30,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,42,0,0,0,29,1,1,0,0,0,0,0,1,11,112.0,26.0,0.0,1.0,204.0,204.0,202.0,0.0,1968,350,0.0,1943163471.0,181.0,151.0,15000597.0,2018,0.0
Ye'af,1044,165,139,0,139,0,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,24,0,0,0,67,2,1,0,1,0,0,0,4,41,411.0,18.0,141.0,1.0,308.0,308.0,304.0,0.0,1968,350,0.0,1970268605.0,50.0,412.0,15000060.0,2018,0.0
Shetula,1045,226,150,0,150,0,14,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,65,0,0,0,26,8,3,0,8,0,0,0,2,24,244.0,52.0,0.0,1.0,283.0,283.0,282.0,0.0,1969,310,1.0,2297077667.0,556.0,255.0,10004302.0,2018,212.0
Ohad,1046,257,173,0,173,0,18,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,57,0,0,0,63,4,0,0,2,0,0,0,6,62,622.0,38.0,0.0,1.0,407.0,389.0,387.0,18.0,1969,310,1.0,1458057199.0,131.0,651.0,10001893.0,2018,620.0
Hazon,1047,255,211,0,211,0,5,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,130,0,0,0,11,28,9,0,4,0,0,0,2,21,214.0,2.0,0.0,1.0,324.0,324.0,324.0,0.0,1969,310,2.0,2372775686.0,390.0,209.0,10004465.0,2018,211.0
Bet Hashmonay,1050,1488,1135,2,1133,0,133,0,0,0,37,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,3,0,0,0,351,0,0,0,513,15,1,0,14,0,0,0,4,43,432.0,30.0,143.0,1.0,2190.0,2190.0,2181.0,0.0,1972,190,0.0,1924564399.0,90.0,426.0,10002228.0,2018,0.0
Talme Eliyyahu,1051,221,130,0,130,0,10,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,0,0,0,32,12,3,0,3,0,0,0,6,62,622.0,38.0,0.0,1.0,313.0,313.0,311.0,0.0,1970,310,1.0,1455757108.0,130.0,651.0,10001893.0,2018,620.0
Qetura,1052,437,234,1,233,0,96,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,1,0,0,0,4,0,0,0,107,1,0,0,0,0,0,0,6,62,625.0,53.0,0.0,1.0,470.0,469.0,429.0,1.0,1970,330,15.0,2056243123.0,105.0,608.0,10001955.0,2018,0.0
Tel Sheva,1054,9478,5200,40,5160,7,50,0,0,1,11,1,0,0,0,0,0,0,6,0,2,0,0,0,2,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4922,0,4,4,1,1,6,0,0,32,0,0,0,88,11,0,0,4,0,0,0,6,62,623.0,99.0,342.0,2.0,20204.0,31.0,20.0,20173.0,0,260,0.0,1867057304.0,280.0,652.0,10001937.0,2018,0.0
Newe Zohar,1057,56,35,0,35,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,0,0,0,10,1,0,0,4,0,0,0,6,62,624.0,51.0,0.0,1.0,57.0,42.0,42.0,15.0,1972,350,0.0,2347556239.0,-384.0,656.0,10001911.0,2018,0.0
Sede Nizzan,1058,366,216,1,215,0,70,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,1,0,0,0,11,0,0,0,102,1,0,0,1,0,0,0,6,62,622.0,38.0,0.0,1.0,330.0,330.0,326.0,0.0,1973,310,1.0,1446557122.0,129.0,651.0,10001893.0,2018,620.0
Kuseife,1059,8298,4865,50,4815,9,111,0,0,3,19,0,0,0,0,0,0,0,22,0,2,0,0,4,3,0,7,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,4185,0,12,2,4,1,9,0,0,42,0,0,0,309,58,2,0,4,0,0,0,6,62,623.0,99.0,0.0,2.0,21079.0,5.0,1.0,21074.0,0,260,0.0,2084057247.0,420.0,652.0,15003711.0,2018,610.0
Laqye,1060,7465,3453,27,3426,4,88,0,0,0,5,0,2,0,0,0,0,0,34,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,3156,0,2,2,3,1,14,0,0,22,0,0,0,70,7,0,0,2,0,0,0,6,62,623.0,99.0,341.0,2.0,13394.0,5.0,0.0,13389.0,0,270,0.0,1873558142.0,350.0,652.0,10001937.0,2018,620.0
Nazerat Illit,1061,39435,22195,292,21903,9,846,0,0,23,399,4,16,0,0,7,0,0,15,0,11,0,0,15,7,0,28,13,0,0,0,0,0,0,10,0,0,17,10,0,0,0,0,0,4819,0,13,4968,8,26,10,0,0,6567,0,0,0,2746,543,435,0,332,6,0,0,2,25,237.0,0.0,0.0,4.0,41169.0,30069.0,23848.0,11100.0,1957,160,0.0,2306073489.0,122.0,212.0,10004453.0,2018,213.0
Ma'alot-Tarshiha,1063,18132,11339,97,11242,1,468,0,0,3,650,2,5,0,0,4,0,0,21,0,1,0,0,2,5,0,7,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,2299,0,2,2340,1,13,3,0,0,3253,0,0,0,1164,697,105,0,186,2,0,0,2,24,243.0,0.0,0.0,4.0,21422.0,16791.0,14154.0,4631.0,1957,160,0.0,2263076886.0,204.0,223.0,10004484.0,2018,212.0
Amirim,1064,606,409,1,408,0,130,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,0,0,34,0,0,0,170,3,2,0,4,0,0,0,2,21,212.0,2.0,0.0,1.0,837.0,836.0,786.0,1.0,1950,310,1.0,2425676027.0,443.0,209.0,10004528.0,2018,211.0
Zimrat,1065,367,334,1,333,0,9,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,174,0,0,0,9,34,12,0,34,0,0,0,6,62,621.0,39.0,0.0,1.0,589.0,588.0,587.0,1.0,1957,310,2.0,1574959529.0,115.0,651.0,10001930.0,2018,620.0
Bene Ayish,1066,5751,3808,51,3757,1,127,0,0,2,156,11,1,0,0,1,0,0,2,0,3,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,1075,0,4,0,0,0,1295,0,0,0,588,304,64,0,106,2,0,0,4,44,441.0,99.0,143.0,1.0,7017.0,6968.0,5640.0,49.0,1958,180,0.0,1774163306.0,62.0,453.0,10001821.0,2018,420.0
Dovev,1067,359,249,0,249,0,17,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174,0,0,0,17,26,0,0,3,0,0,0,2,24,244.0,2.0,0.0,1.0,487.0,487.0,484.0,0.0,1963,310,1.0,2383977297.0,742.0,209.0,10004528.0,2018,211.0
Adamit,1068,357,198,0,198,0,70,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,16,0,0,0,0,0,28,0,0,0,67,1,0,0,3,0,0,0,2,24,244.0,4.0,0.0,1.0,209.0,209.0,183.0,0.0,1958,330,15.0,2199777600.0,409.0,201.0,10004302.0,2018,212.0
Ram-On,1069,647,501,2,499,0,110,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,41,0,0,0,318,0,1,0,2,0,0,0,2,23,234.0,8.0,0.0,1.0,976.0,976.0,971.0,0.0,1960,310,1.0,2246471474.0,74.0,204.0,10004394.0,2018,213.0
Avi'ezer,1070,562,441,0,441,1,52,0,0,0,31,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,28,0,0,0,0,0,144,0,0,0,120,15,0,0,12,0,0,0,1,11,112.0,26.0,444.0,1.0,865.0,865.0,857.0,0.0,1958,310,2.0,2016662104.0,329.0,151.0,15000597.0,2018,0.0
Newe Mikha'el,1071,463,360,1,359,0,16,0,0,0,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,164,0,0,0,26,45,14,0,16,0,0,0,1,11,112.0,26.0,444.0,1.0,832.0,822.0,816.0,10.0,1958,310,7.0,2005862006.0,319.0,151.0,15000597.0,2018,0.0
Gan HaDarom,1072,346,277,0,277,0,36,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,81,0,0,0,116,3,0,0,0,0,0,0,4,44,441.0,32.0,143.0,1.0,614.0,614.0,609.0,0.0,1953,310,10.0,1717663473.0,35.0,456.0,10001821.0,2018,0.0
Giv'at Shappira,1077,212,166,0,166,0,26,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,10,0,0,0,116,1,0,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,408.0,408.0,406.0,0.0,1958,310,10.0,1886069600.0,26.0,409.0,15000060.0,2018,0.0
Zafririm,1079,305,217,0,217,0,34,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,37,0,0,0,51,18,1,0,6,0,0,0,1,11,112.0,26.0,444.0,1.0,392.0,392.0,385.0,0.0,1958,310,1.0,1947461865.0,307.0,151.0,15000597.0,2018,0.0
Mabbu'im,1080,919,641,4,637,0,85,0,0,0,24,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,301,0,0,0,138,35,5,0,16,0,0,0,6,62,621.0,42.0,0.0,1.0,1217.0,1216.0,1201.0,1.0,1958,350,0.0,1671959544.0,160.0,651.0,10001930.0,2018,620.0
Even Menahem,1081,288,200,5,195,0,33,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,97,0,0,0,24,22,1,0,0,0,0,0,2,24,244.0,52.0,0.0,1.0,297.0,297.0,293.0,0.0,1960,310,1.0,2278277545.0,550.0,255.0,10004302.0,2018,212.0
Ma'galim,1082,1060,849,0,849,0,15,0,0,0,151,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,423,0,0,0,16,129,17,0,87,1,0,0,6,62,621.0,39.0,0.0,1.0,2059.0,2059.0,2059.0,0.0,1958,190,0.0,1618358958.0,119.0,651.0,10001930.0,2018,620.0
Tushiyya,1083,317,247,0,247,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,3,8,4,0,33,0,0,0,6,62,621.0,39.0,0.0,1.0,977.0,977.0,977.0,0.0,1958,350,0.0,1563759372.0,100.0,651.0,10001930.0,2018,620.0
Ben Shemen(K.No'ar),1084,233,164,0,164,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,24,0,0,0,81,2,0,0,0,0,0,0,4,43,432.0,25.0,142.0,1.0,617.0,615.0,567.0,2.0,1921,340,0.0,1932665185.0,61.0,424.0,10002261.0,2018,0.0
