sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Makchul,1343,430,248,4,244,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,216,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,0,0,0,0,0,6,62,623.0,69.0,0.0,2.0,736.0,0.0,0.0,736.0,0,450,0.0,2063657760.0,470.0,624.0,10001937.0,2018,610.0
Mikhmoret,382,1045,694,4,690,0,129,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,51,0,0,1,473,3,0,0,0,1,0,0,4,41,411.0,16.0,141.0,1.0,1370.0,1370.0,1327.0,0.0,1945,310,1.0,1883070142.0,4.0,409.0,15000060.0,2018,0.0
Mikhmannim,1202,370,270,0,270,0,54,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,32,0,0,2,164,0,0,0,0,0,0,0,2,24,242.0,56.0,0.0,1.0,533.0,512.0,478.0,21.0,1980,370,7.0,2309975686.0,424.0,205.0,10004465.0,2018,210.0
Mele'a,164,276,234,2,232,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163,0,0,0,22,29,1,0,2,0,0,0,2,23,234.0,8.0,0.0,1.0,379.0,379.0,374.0,0.0,1956,310,1.0,2225471884.0,64.0,204.0,10004394.0,2018,213.0
Melilot,2044,275,219,0,219,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,152,0,0,0,9,28,4,0,5,0,0,0,6,62,621.0,39.0,0.0,1.0,340.0,340.0,336.0,0.0,1953,310,2.0,1615158878.0,100.0,651.0,10001930.0,2018,620.0
Malkiyya,596,427,257,0,257,0,82,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,14,0,0,1,144,3,0,0,0,0,0,0,2,21,212.0,1.0,0.0,1.0,453.0,453.0,402.0,0.0,1949,330,15.0,2480477842.0,561.0,253.0,10004528.0,2018,211.0
Menuha,2030,427,342,0,342,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,29,43,3,0,7,0,0,0,6,61,611.0,50.0,0.0,1.0,593.0,593.0,591.0,0.0,1953,310,1.0,1789561843.0,92.0,634.0,10001813.0,2018,0.0
Manof,1174,654,460,0,460,0,101,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,21,0,0,0,316,0,1,0,0,0,0,0,2,24,241.0,56.0,241.0,1.0,862.0,862.0,860.0,0.0,1980,310,10.0,2224575096.0,349.0,205.0,10004513.0,2018,210.0
Manot,1205,350,265,0,265,0,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,156,0,0,0,59,13,0,0,1,0,0,0,2,24,243.0,52.0,0.0,1.0,441.0,441.0,434.0,0.0,1980,310,1.0,2185477151.0,195.0,255.0,10004302.0,2018,212.0
Menahemya,48,927,603,3,600,0,31,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,312,0,0,0,164,22,20,0,7,0,0,0,2,23,231.0,7.0,0.0,1.0,1032.0,1030.0,1001.0,2.0,1902,350,0.0,2523473022.0,-240.0,202.0,10004568.0,2018,214.0
Menara,347,212,142,1,141,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,4,0,0,0,80,0,0,0,0,0,0,0,2,21,212.0,1.0,0.0,1.0,246.0,246.0,225.0,0.0,1943,330,15.0,2511778903.0,802.0,253.0,10004591.0,2018,211.0
Manshiyyet Zabda,994,852,593,1,592,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,517,0,0,0,0,0,0,0,0,2,0,1,0,23,0,0,0,0,0,0,0,2,25,237.0,9.0,0.0,2.0,1325.0,0.0,0.0,1325.0,0,450,0.0,2184473467.0,80.0,254.0,10004411.0,2018,213.0
Massad,1258,370,266,0,266,0,73,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,141,0,2,0,4,0,0,0,2,22,222.0,3.0,0.0,1.0,376.0,374.0,364.0,2.0,1983,370,13.0,2398774991.0,211.0,206.0,10004552.0,2018,214.0
Massada,263,271,172,0,172,0,39,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,15,0,0,0,105,2,0,0,0,0,0,0,2,22,221.0,6.0,0.0,1.0,370.0,366.0,352.0,4.0,1937,330,15.0,2563973220.0,-201.0,214.0,10004552.0,2018,214.0
Mesillot,298,430,278,0,278,0,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,176,0,0,0,0,0,0,0,2,23,231.0,7.0,0.0,1.0,430.0,430.0,416.0,0.0,1938,330,15.0,2448071130.0,-115.0,202.0,10004568.0,2018,214.0
Mesillat Ziyyon,742,696,560,1,559,0,90,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,8,0,0,0,0,0,122,0,0,0,282,22,4,0,2,0,0,0,1,11,112.0,26.0,444.0,1.0,1248.0,1243.0,1213.0,5.0,1950,310,1.0,2011563441.0,269.0,151.0,15000597.0,2018,0.0
Maslul,748,498,372,1,371,0,18,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,180,0,0,0,104,27,5,0,4,0,0,0,6,62,622.0,42.0,344.0,1.0,860.0,860.0,852.0,0.0,1950,310,1.0,1609258156.0,103.0,651.0,10001893.0,2018,620.0
Mas'ade,4203,354,79,1,78,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,14,0,0,0,46,2,0,0,0,0,0,0,2,29,292.0,99.0,0.0,2.0,3650.0,0.0,0.0,3650.0,0,290,0.0,2709879298.0,810.0,256.0,10004579.0,2018,211.0
Mas'udin al 'Azazma,939,7394,4424,34,4390,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4326,0,1,1,2,0,0,0,0,5,0,0,1,26,3,0,0,3,0,0,0,6,62,623.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,460,0.0,1823056730.0,0.0,699.0,15003711.0,2018,0.0
Ma'barot,197,744,564,0,564,0,249,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,21,0,0,0,278,1,2,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,979.0,979.0,964.0,0.0,1933,330,15.0,1912669668.0,7.0,409.0,15000060.0,2018,0.0
Ma'galim,1082,1058,862,4,858,0,8,0,0,0,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,505,0,0,0,16,133,33,0,6,0,0,0,6,62,621.0,39.0,0.0,1.0,2059.0,2059.0,2059.0,0.0,1958,190,0.0,1618358958.0,119.0,651.0,10001930.0,2018,620.0
Ma'agan,678,328,219,1,218,0,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,29,0,0,0,139,2,0,0,0,0,0,0,2,22,221.0,6.0,0.0,1.0,374.0,374.0,357.0,0.0,1949,330,15.0,2565473473.0,-211.0,214.0,10004552.0,2018,214.0
Ma'agan Mikha'el,694,1702,1116,1,1115,0,363,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,0,0,0,0,0,34,0,0,2,658,4,0,0,3,0,0,0,3,32,321.0,15.0,0.0,1.0,1992.0,1992.0,1906.0,0.0,1949,330,15.0,1923671802.0,6.0,303.0,10004333.0,2018,0.0
Ma'oz Hayyim,272,487,300,0,300,0,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,26,0,0,0,199,0,0,0,1,0,0,0,2,23,231.0,7.0,0.0,1.0,479.0,479.0,472.0,0.0,1937,330,15.0,2519671104.0,-249.0,202.0,10004568.0,2018,214.0
Ma'on,3657,301,215,0,215,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,1,0,9,0,14,0,0,0,7,77,0.0,78.0,0.0,1.0,575.0,575.0,575.0,0.0,1981,320,11.0,2155959130.0,744.0,715.0,15003512.0,2018,0.0
Me'ona,570,652,465,3,462,0,25,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,244,0,0,0,148,14,1,0,0,0,0,0,2,24,243.0,52.0,0.0,1.0,963.0,958.0,942.0,5.0,1949,310,1.0,2247376901.0,437.0,255.0,10004484.0,2018,212.0
Mi'elya,518,2552,1831,4,1827,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,0,0,44,2,0,0,0,0,9,0,1,1,77,13,1,0,1,0,0,0,2,24,243.0,99.0,0.0,2.0,3255.0,105.0,93.0,3150.0,0,290,0.0,2244077019.0,437.0,258.0,10004484.0,2018,212.0
Ma'yan Barukh,416,479,336,2,334,0,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,51,0,0,0,185,0,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,745.0,745.0,737.0,0.0,1947,330,15.0,2569979388.0,166.0,253.0,10004591.0,2018,211.0
Ma'yan Zevi,290,668,481,3,478,0,116,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,42,0,0,1,299,2,2,0,0,0,0,0,3,32,322.0,15.0,0.0,1.0,727.0,727.0,720.0,0.0,1938,330,15.0,1946771935.0,71.0,303.0,10004333.0,2018,0.0
Ma'ale Adummim,3616,28027,19967,93,19874,0,316,8,0,0,2329,0,13,0,0,7,5,0,0,0,0,0,1,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,13,0,2,1151,1,0,0,0,1,11789,0,0,24,2181,1486,355,0,173,1,0,0,7,76,0.0,0.0,445.0,1.0,38193.0,38129.0,36841.0,64.0,1975,160,0.0,2291263194.0,79.0,706.0,10003314.0,2018,0.0
Ma'ale Efrayim,3608,1108,590,1,589,0,15,0,0,0,97,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,0,0,0,0,0,292,0,0,0,81,12,37,0,7,0,0,0,7,75,0.0,99.0,0.0,1.0,1241.0,1238.0,1117.0,3.0,1970,350,0.0,2382866422.0,-72.0,707.0,10003262.0,2018,0.0
Ma'ale Gilboa,1127,360,290,0,290,0,26,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,43,0,0,0,86,2,3,0,0,0,0,0,2,23,231.0,7.0,0.0,1.0,806.0,806.0,806.0,0.0,1962,330,3.0,2396070922.0,396.0,202.0,10004568.0,2018,214.0
Ma'ale Gamla,4008,398,295,2,293,0,38,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,39,0,2,0,192,1,0,0,0,0,0,0,2,29,293.0,71.0,0.0,1.0,515.0,515.0,500.0,0.0,1976,310,1.0,2643975504.0,42.0,219.0,10004579.0,2018,211.0
Ma'ale HaHamisha,286,592,413,0,413,0,123,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,21,0,0,2,247,0,0,0,0,0,0,0,1,11,111.0,26.0,444.0,1.0,769.0,767.0,753.0,2.0,1938,330,15.0,2105663611.0,743.0,151.0,10002475.0,2018,0.0
Ma'ale Levona,3752,431,339,1,338,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,85,0,0,0,1,13,25,0,24,0,0,0,7,74,0.0,73.0,0.0,1.0,866.0,866.0,865.0,0.0,1983,370,11.0,2228166239.0,664.0,711.0,10003299.0,2018,0.0
Ma'ale Mikhmas,3651,955,748,1,747,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,236,0,0,2,11,37,19,0,24,0,0,0,7,74,0.0,73.0,445.0,1.0,1463.0,1463.0,1461.0,0.0,1981,370,11.0,2290864285.0,529.0,711.0,10003299.0,2018,0.0
Ma'ale Iron,1327,9896,6068,26,6042,0,20,3,0,0,3,0,0,0,0,1,2,0,0,7,0,0,0,6,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5951,0,1,0,1,1,0,0,0,10,0,1,0,13,8,0,0,2,1,0,0,3,32,323.0,99.0,0.0,2.0,14833.0,7.0,3.0,14826.0,0,270,0.0,2148871748.0,120.0,354.0,10004249.0,2018,0.0
Ma'ale Amos,3653,364,279,0,279,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,31,151,0,8,0,0,0,7,76,0.0,76.0,0.0,1.0,535.0,535.0,534.0,0.0,1981,370,9.0,2218661154.0,670.0,714.0,15000586.0,2018,0.0
Ma'ale Shomeron,3637,572,432,1,431,0,4,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,217,0,0,1,36,14,9,0,7,0,0,0,7,73,0.0,72.0,145.0,1.0,1012.0,1012.0,993.0,0.0,1980,370,9.0,2067967480.0,277.0,710.0,10003262.0,2018,0.0
Ma'alot-Tarshiha,1063,18341,11674,80,11594,2,265,2,0,0,570,0,10,0,0,5,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2755,0,1,2142,2,0,0,0,2,3768,0,2,5,1203,669,143,0,35,0,0,0,2,24,243.0,0.0,0.0,4.0,21422.0,16791.0,14154.0,4631.0,1957,160,0.0,2263076886.0,204.0,223.0,10004484.0,2018,212.0
Ma'anit,344,552,447,0,447,0,160,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,29,0,0,0,234,0,0,0,1,0,0,0,3,32,324.0,14.0,0.0,1.0,766.0,766.0,731.0,0.0,1942,330,15.0,2028770696.0,50.0,351.0,15002436.0,2018,0.0
Ma'as,230,686,532,1,531,0,43,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,116,0,0,0,322,8,3,0,2,0,0,0,4,42,422.0,20.0,132.0,1.0,868.0,867.0,857.0,1.0,1935,310,1.0,1897366353.0,46.0,417.0,10002116.0,2018,0.0
Mefallesim,668,677,481,1,480,0,109,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,1,0,0,0,0,44,0,0,0,289,1,0,0,0,0,0,0,6,61,614.0,37.0,0.0,1.0,1006.0,1005.0,979.0,1.0,1949,330,15.0,1584160127.0,79.0,651.0,10001829.0,2018,620.0
Mezadot Yehuda,3745,329,253,1,252,0,3,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,4,8,6,0,3,0,0,0,7,77,0.0,78.0,0.0,1.0,512.0,512.0,511.0,0.0,1983,320,11.0,2107158587.0,839.0,715.0,15003512.0,2018,0.0
Mazzuva,325,845,576,1,575,0,63,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,133,0,0,0,336,7,1,0,1,0,0,0,2,24,244.0,4.0,0.0,1.0,1171.0,1171.0,1148.0,0.0,1940,330,15.0,2150377427.0,51.0,201.0,10004302.0,2018,212.0
Mazliah,757,978,744,2,742,0,24,0,0,0,23,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,438,0,0,0,184,41,2,0,5,0,0,0,4,43,432.0,30.0,143.0,1.0,1350.0,1350.0,1336.0,0.0,1950,310,1.0,1881164598.0,79.0,426.0,10002228.0,2018,0.0
Mizpa,58,130,92,0,92,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,1,49,0,0,0,0,0,0,0,2,22,222.0,3.0,0.0,1.0,141.0,141.0,139.0,0.0,1908,350,0.0,2480474397.0,60.0,206.0,10004552.0,2018,214.0
Mizpe Aviv,1222,730,546,0,546,0,88,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,66,0,0,0,345,6,1,0,0,0,0,0,2,24,241.0,56.0,241.0,1.0,1024.0,1024.0,1016.0,0.0,1981,370,10.0,2190774911.0,80.0,205.0,15002411.0,2018,210.0
Mitspe Ilan,1370,229,204,0,204,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,12,0,2,0,2,0,0,0,3,32,323.0,14.0,0.0,1.0,455.0,455.0,455.0,0.0,2009,370,10.0,2067270748.0,80.0,351.0,10004233.0,2018,0.0
Mizpe Yeriho,3576,1317,1045,2,1043,0,6,0,0,0,539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,318,0,0,1,3,63,51,0,58,0,0,0,7,75,0.0,73.0,445.0,1.0,2453.0,2453.0,2453.0,0.0,1978,190,0.0,2374563592.0,122.0,711.0,10003314.0,2018,0.0
Mizpe Netofa,1190,637,471,2,469,0,11,0,0,0,291,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,95,0,0,1,49,6,4,0,5,0,0,0,2,23,237.0,3.0,0.0,1.0,1002.0,1002.0,1002.0,0.0,1979,370,11.0,2364174533.0,340.0,206.0,10004552.0,2018,214.0
Mizpe Ramon,99,3688,2131,21,2110,0,281,0,0,0,203,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,48,0,3,204,0,0,0,0,0,789,0,1,5,349,64,140,0,14,0,0,0,6,62,626.0,99.0,0.0,1.0,5221.0,5029.0,4613.0,192.0,1954,180,0.0,1808350381.0,460.0,613.0,10001918.0,2018,610.0
Mizpe Shalem,3610,251,187,1,186,0,29,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,39,0,0,0,71,0,1,0,1,0,0,0,7,75,0.0,74.0,0.0,1.0,211.0,211.0,200.0,0.0,1971,330,15.0,2380960839.0,-352.0,713.0,10003314.0,2018,0.0
Mezer,648,430,299,0,299,0,158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,0,0,0,129,0,0,0,0,0,0,0,3,32,324.0,14.0,0.0,1.0,378.0,376.0,349.0,2.0,1953,330,15.0,2046970512.0,60.0,351.0,15002436.0,2018,0.0
Miqwe Yisra'el,22,151,104,0,104,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0,0,1,54,1,0,0,0,0,0,0,5,53,513.0,0.0,123.0,1.0,386.0,383.0,359.0,3.0,1870,340,0.0,1794865963.0,20.0,599.0,10001430.0,2018,0.0
Margaliyyot,843,342,196,0,196,0,32,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,95,0,0,0,43,10,4,0,3,0,0,0,2,21,212.0,55.0,0.0,1.0,400.0,399.0,395.0,1.0,1951,310,1.0,2511979109.0,657.0,253.0,10004591.0,2018,211.0
Merom Golan,4101,576,406,1,405,0,54,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,51,0,0,0,282,0,0,0,1,0,0,0,2,29,292.0,71.0,0.0,1.0,724.0,724.0,705.0,0.0,1967,330,15.0,2727778212.0,939.0,219.0,10004579.0,2018,211.0
Merhav Am,1340,202,177,1,176,0,2,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,8,8,5,0,4,0,0,0,6,62,626.0,48.0,0.0,1.0,466.0,466.0,466.0,0.0,2002,370,0.0,1834853303.0,500.0,620.0,10001918.0,2018,610.0
Merhavya(Moshav),97,572,434,0,434,0,42,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,91,0,0,0,260,6,6,0,0,0,0,0,2,23,234.0,9.0,0.0,1.0,660.0,660.0,653.0,0.0,1922,310,1.0,2299872327.0,40.0,254.0,10004394.0,2018,213.0
Merhavya(Qibbuz),66,918,662,4,658,0,114,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,1,0,0,0,1,171,0,0,1,301,3,0,0,1,0,0,0,2,23,234.0,9.0,0.0,1.0,1232.0,1232.0,1095.0,0.0,1911,330,15.0,2291072355.0,50.0,254.0,10004394.0,2018,213.0
Merkaz Shappira,1098,1429,1152,1,1151,0,7,0,0,0,591,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,346,0,0,1,47,116,32,0,5,0,0,0,6,61,611.0,34.0,0.0,1.0,2210.0,2210.0,2207.0,0.0,1948,190,0.0,1722562273.0,50.0,631.0,10001821.0,2018,0.0
Mash'abbe Sade,421,466,296,0,296,0,100,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,13,0,1,1,150,1,1,0,0,0,0,0,6,62,626.0,48.0,0.0,1.0,461.0,461.0,415.0,0.0,1949,330,15.0,1795154587.0,340.0,620.0,10001918.0,2018,610.0
Misgav Dov,765,500,392,0,392,0,44,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,92,0,0,0,240,0,0,0,1,0,0,0,4,44,441.0,32.0,143.0,1.0,706.0,704.0,703.0,2.0,1950,310,9.0,1754163645.0,50.0,456.0,15002488.0,2018,0.0
Misgav Am,378,259,169,1,168,0,59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,8,0,0,0,87,0,0,0,0,0,0,0,2,21,212.0,1.0,0.0,1.0,337.0,337.0,299.0,0.0,1945,330,15.0,2515179474.0,764.0,253.0,10004591.0,2018,211.0
